-15 -15 0.316228 0.948683
-15 -14 0.373927 0.927458
-15 -13 0.432982 0.901403
-15 -12 0.493013 0.870022
-15 -11 0.553535 0.832826
-15 -10 0.613941 0.789352
-15 -9 0.67349 0.739196
-15 -8 0.731307 0.682048
-15 -7 0.786386 0.617735
-15 -6 0.837611 0.546268
-15 -5 0.883788 0.467888
-15 -4 0.923705 0.383104
-15 -3 0.9562 0.292714
-15 -2 0.980241 0.197806
-15 -1 0.995015 0.0997231
-15 0 1 -1.83697e-16
-15 1 0.995015 -0.0997231
-15 2 0.980241 -0.197806
-15 3 0.9562 -0.292714
-15 4 0.923705 -0.383104
-15 5 0.883788 -0.467888
-15 6 0.837611 -0.546268
-15 7 0.786386 -0.617735
-15 8 0.731307 -0.682048
-15 9 0.67349 -0.739196
-15 10 0.613941 -0.789352
-15 11 0.553535 -0.832826
-15 12 0.493013 -0.870022
-15 13 0.432982 -0.901403
-15 14 0.373927 -0.927458
-14 -15 0.25623 0.966616
-14 -14 0.316228 0.948683
-14 -13 0.378105 0.925763
-14 -12 0.441508 0.897257
-14 -11 0.505959 0.862557
-14 -10 0.570835 0.821065
-14 -9 0.635349 0.772225
-14 -8 0.698537 0.715574
-14 -7 0.759257 0.650791
-14 -6 0.816205 0.577763
-14 -5 0.867952 0.496648
-14 -4 0.913009 0.40794
-14 -3 0.949916 0.312505
-14 -2 0.977358 0.211593
-14 -1 0.99428 0.106802
-14 0 1 -1.83697e-16
-14 1 0.99428 -0.106802
-14 2 0.977358 -0.211593
-14 3 0.949916 -0.312505
-14 4 0.913009 -0.40794
-14 5 0.867952 -0.496648
-14 6 0.816205 -0.577763
-14 7 0.759257 -0.650791
-14 8 0.698537 -0.715574
-14 9 0.635349 -0.772225
-14 10 0.570835 -0.821065
-14 11 0.505959 -0.862557
-14 12 0.441508 -0.897257
-14 13 0.378105 -0.925763
-14 14 0.316228 -0.948683
-13 -15 0.189657 0.98185
-13 -14 0.2517 0.967805
-13 -13 0.316228 0.948683
-13 -12 0.382933 0.923776
-13 -11 0.451369 0.892337
-13 -10 0.520919 0.853606
-13 -9 0.590766 0.806843
-13 -8 0.659868 0.751382
-13 -7 0.726943 0.686697
-13 -6 0.790478 0.61249
-13 -5 0.848759 0.52878
-13 -4 0.899947 0.435999
-13 -3 0.942195 0.335066
-13 -2 0.973798 0.227414
-13 -1 0.99337 0.11496
-13 0 1 -1.83697e-16
-13 1 0.99337 -0.11496
-13 2 0.973798 -0.227414
-13 3 0.942195 -0.335066
-13 4 0.899947 -0.435999
-13 5 0.848759 -0.52878
-13 6 0.790478 -0.61249
-13 7 0.726943 -0.686697
-13 8 0.659868 -0.751382
-13 9 0.590766 -0.806843
-13 10 0.520919 -0.853606
-13 11 0.451369 -0.892337
-13 12 0.382933 -0.923776
-13 13 0.316228 -0.948683
-13 14 0.2517 -0.967805
-12 -15 0.115881 0.993263
-12 -14 0.179572 0.983745
-12 -13 0.246432 0.96916
-12 -12 0.316228 0.948683
-12 -11 0.388577 0.921416
-12 -10 0.462903 0.886409
-12 -9 0.538389 0.842696
-12 -8 0.613941 0.789352
-12 -7 0.688144 0.725574
-12 -6 0.759257 0.650791
-12 -5 0.82523 0.564796
-12 -4 0.883788 0.467888
-12 -3 0.932568 0.360994
-12 -2 0.969334 0.245747
-12 -1 0.992225 0.12446
-12 0 1 -1.83697e-16
